account_id,account_name,coupon,date,week,month,action,mrr,plan,recurrence,segment
650,mha947,p30,7/4/17,7/2/17,7/1/17,new,24.17,personal,monthly,sales assisted
482,wixing,17,7/4/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
815,heacom,off,7/4/17,7/2/17,7/1/17,new,29,premium,monthly,agency
828,titeer,,7/4/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
883,jenger,,7/4/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
940,jerlis,,7/4/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
477,realas,17,7/4/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
300,norian,,7/4/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
868,ginmar,,7/4/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
720,hatcat,off,7/4/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
300,cieemt,off,7/4/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
704,weepps,,7/4/17,7/2/17,7/1/17,new,29,professional,monthly,sales assisted
676,cc4org,,7/4/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
967,hownce,17,7/4/17,7/2/17,7/1/17,new,24.17,personal,monthly,affiliate
617,exeram,17,7/4/17,7/2/17,7/1/17,new,207.5,personal,monthly,affiliate
331,martia,17,7/4/17,7/2/17,7/1/17,new,24.17,personal,monthly,affiliate
666,scolar,off,7/4/17,7/2/17,7/1/17,new,29,premium,monthly,self-signup
983,oneeri,17,7/4/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
404,exenan,,7/4/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
656,olipin,17,7/4/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
511,baress,b50,7/4/17,7/2/17,7/1/17,new,29,professional,monthly,affiliate
457,sunnwp,17,7/5/17,7/2/17,7/1/17,new,99,personal,monthly,affiliate
476,foofik,17,7/5/17,7/2/17,7/1/17,new,82.5,professional,monthly,self-signup
162,brawpc,p30,7/5/17,7/2/17,7/1/17,new,24.17,professional,monthly,self-signup
118,cloeb2,ual,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
544,leeany,,7/5/17,7/2/17,7/1/17,new,40.79,personal,annual,self-signup
387,allnes,off,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
587,bueins,,7/5/17,7/2/17,7/1/17,new,48.95,personal,monthly,self-signup
759,udevor,,7/5/17,7/2/17,7/1/17,new,249,personal,monthly,self-signup
946,peruff,,7/5/17,7/2/17,7/1/17,new,48.95,professional,monthly,self-signup
450,adigma,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,affiliate
253,aarlor,off,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,agency
944,arcty1,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,affiliate
764,smallc,17,7/5/17,7/2/17,7/1/17,new,29,professional,monthly,agency
521,wppory,off,7/5/17,7/2/17,7/1/17,new,43.95,personal,monthly,self-signup
711,flhand,ual,7/5/17,7/2/17,7/1/17,new,24.17,professional,monthly,self-signup
638,cykcyk,e50,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,agency
317,paiait,log,7/5/17,7/2/17,7/1/17,new,29,business,monthly,self-signup
955,rjw746,log,7/5/17,7/2/17,7/1/17,new,29,professional,monthly,sales assisted
172,steice,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
445,ieveva,,7/5/17,7/2/17,7/1/17,new,400,personal,monthly,self-signup
657,wchrke,17,7/5/17,7/2/17,7/1/17,new,99,personal,monthly,sales assisted
565,intals,ual,7/5/17,7/2/17,7/1/17,new,40.79,personal,monthly,self-signup
268,fabant,,7/5/17,7/2/17,7/1/17,new,48.95,personal,monthly,self-signup
527,cletal,,7/5/17,7/2/17,7/1/17,new,99,personal,monthly,affiliate
325,kiiite,,7/5/17,7/2/17,7/1/17,new,24.17,professional,monthly,self-signup
655,papcut,,7/5/17,7/2/17,7/1/17,new,29,professional,monthly,affiliate
664,ccoons,17,7/5/17,7/2/17,7/1/17,new,29,professional,monthly,agency
882,subder,17,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
580,decbio,p30,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,agency
317,boncat,17,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
721,tedwas,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
572,mhccal,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
441,bemign,off,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
745,fut101,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,affiliate
214,ramsey,17,7/5/17,7/2/17,7/1/17,new,24.17,business,monthly,self-signup
226,beaak2,,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,sales assisted
525,whiork,off,7/5/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
971,briata,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
756,faviry,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
759,sanund,17,7/5/17,7/2/17,7/1/17,new,24.17,professional,monthly,self-signup
326,ranofm,off,7/5/17,7/2/17,7/1/17,new,29,personal,annual,agency
892,deaath,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
955,silide,,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
580,rmwper,17,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,affiliate
877,pmwine,17,7/5/17,7/2/17,7/1/17,new,29,premium,monthly,self-signup
950,noaals,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
776,trudev,17,7/5/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
966,wating,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
202,rmcve1,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
390,shoign,,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
823,bryeph,,7/5/17,7/2/17,7/1/17,new,99,professional,monthly,self-signup
789,gluter,17,7/5/17,7/2/17,7/1/17,new,82.5,professional,monthly,affiliate
588,chaing,,7/5/17,7/2/17,7/1/17,new,29,premium,monthly,self-signup
427,marade,17,7/5/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
129,nukola,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
335,piping,,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,affiliate
920,pba420,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
407,josold,,7/5/17,7/2/17,7/1/17,new,24.17,business,monthly,affiliate
685,steone,b50,7/5/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
850,synink,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,affiliate
988,gjcjca,off,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
252,cinrks,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
789,thoeas,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,sales assisted
375,evoonv,17,7/5/17,7/2/17,7/1/17,new,82.5,personal,annual,self-signup
289,getrch,17,7/5/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
369,walnmd,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
284,forlow,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
115,how577,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
925,banfba,ual,7/5/17,7/2/17,7/1/17,new,82.5,personal,monthly,affiliate
317,pan032,,7/5/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
455,avance,17,7/5/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
418,kinirm,17,7/5/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
584,capsio,,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
903,batdev,17,7/5/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
909,turing,,7/5/17,7/2/17,7/1/17,new,29,professional,monthly,agency
151,bvsweb,,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
287,josial,17,7/5/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
851,teahcc,ual,7/5/17,7/2/17,7/1/17,new,24.17,professional,monthly,self-signup
345,stoead,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
762,piping,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
739,ipfrum,log,7/5/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
830,amp017,17,7/5/17,7/2/17,7/1/17,new,29,personal,annual,self-signup
757,craseb,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,agency
296,squngr,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,sales assisted
750,omiixy,,7/5/17,7/2/17,7/1/17,new,24.17,professional,monthly,agency
916,hanhea,off,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
371,hesion,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
713,ssiweb,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,sales assisted
764,loncen,,7/5/17,7/2/17,7/1/17,new,40.79,personal,monthly,self-signup
577,iibbnn,,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,affiliate
749,h58j67,,7/5/17,7/2/17,7/1/17,new,36.62,professional,annual,self-signup
781,lsanet,,7/5/17,7/2/17,7/1/17,new,99,personal,monthly,affiliate
214,bdgnce,,7/5/17,7/2/17,7/1/17,new,24.17,personal,annual,self-signup
132,nwmcle,,7/5/17,7/2/17,7/1/17,new,24.17,professional,monthly,self-signup
817,ismhub,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,sales assisted
152,chadig,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
127,ltbltb,off,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
297,tec320,,7/5/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
754,lokion,off,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,affiliate
100,risent,17,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
123,carr55,,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,affiliate
922,parrip,17,7/5/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
469,antall,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
617,chrres,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
857,iwiish,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
361,haytda,17,7/5/17,7/2/17,7/1/17,new,82.5,professional,monthly,self-signup
731,refnts,,7/5/17,7/2/17,7/1/17,new,99,personal,monthly,affiliate
570,a13res,17,7/5/17,7/2/17,7/1/17,new,40.79,personal,monthly,agency
936,youend,,7/5/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
177,patndh,off,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,agency
324,tright,17,7/5/17,7/2/17,7/1/17,new,82.5,personal,monthly,sales assisted
111,poiist,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,affiliate
735,cc4org,off,7/5/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
602,dindeo,off,7/5/17,7/2/17,7/1/17,new,99,personal,monthly,affiliate
358,a5d2yt,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
577,matria,17,7/5/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
167,sonemy,,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
610,jodgit,,7/5/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
319,elenee,17,7/5/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
184,rogolf,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
732,comite,,7/6/17,7/2/17,7/1/17,new,249,personal,monthly,affiliate
167,ciston,,7/6/17,7/2/17,7/1/17,new,24.17,professional,annual,self-signup
294,attttm,,7/6/17,7/2/17,7/1/17,new,99,professional,monthly,self-signup
763,webize,p30,7/6/17,7/2/17,7/1/17,new,24.17,professional,monthly,affiliate
817,paynce,ree,7/6/17,7/2/17,7/1/17,new,0,personal,monthly,self-signup
185,tridfw,,7/6/17,7/2/17,7/1/17,new,99,professional,monthly,self-signup
766,triing,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
887,rayayg,17,7/6/17,7/2/17,7/1/17,new,207.5,premium,monthly,affiliate
589,prilit,,7/6/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
130,oandms,,7/6/17,7/2/17,7/1/17,new,29,professional,monthly,agency
787,iontea,p30,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
354,rowars,,7/6/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
394,strege,,7/6/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
279,cototu,17,7/6/17,7/2/17,7/1/17,new,24.17,professional,monthly,self-signup
680,newead,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,agency
178,nigdev,,7/6/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
309,cowmst,,7/6/17,7/2/17,7/1/17,new,43.95,personal,monthly,self-signup
539,safpro,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
580,lynson,s50,7/6/17,7/2/17,7/1/17,new,600,professional,monthly,self-signup
923,marmes,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
867,symage,17,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,sales assisted
485,wupons,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
976,manary,off,7/6/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
955,sonemy,,7/6/17,7/2/17,7/1/17,new,207.5,professional,monthly,self-signup
623,imono2,,7/6/17,7/2/17,7/1/17,new,48.95,premium,monthly,self-signup
722,gpmng1,off,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
351,dmgg28,17,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
992,bryeph,,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
289,vanssa,,7/6/17,7/2/17,7/1/17,new,29,professional,monthly,agency
575,cmiimi,,7/6/17,7/2/17,7/1/17,new,24.17,professional,monthly,self-signup
516,jactle,17,7/6/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
453,danllc,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,agency
130,ecoics,,7/6/17,7/2/17,7/1/17,new,1530,personal,monthly,self-signup
254,bdgnce,,7/6/17,7/2/17,7/1/17,new,99,personal,monthly,affiliate
781,comgwd,17,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,sales assisted
875,ecoics,,7/6/17,7/2/17,7/1/17,new,29,comped,monthly,self-signup
554,koncal,log,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
226,ccfden,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
218,nurnu2,,7/6/17,7/2/17,7/1/17,new,48.95,personal,monthly,self-signup
395,atllfx,e33,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
340,insade,17,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,agency
384,fetres,,7/6/17,7/2/17,7/1/17,new,24.17,premium,monthly,self-signup
593,bmedia,,7/6/17,7/2/17,7/1/17,new,24.17,professional,monthly,self-signup
637,nwgrds,t50,7/6/17,7/2/17,7/1/17,new,99,personal,monthly,sales assisted
144,spoehq,,7/6/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
399,claroj,17,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
930,vivemy,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
224,jorirm,off,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
358,freent,off,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
462,ieskee,,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
338,jweing,ual,7/6/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
152,clehow,,7/6/17,7/2/17,7/1/17,new,99,professional,monthly,self-signup
528,vistho,17,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,sales assisted
133,lineco,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,affiliate
326,sunost,,7/6/17,7/2/17,7/1/17,new,24.17,professional,monthly,sales assisted
962,smmnyc,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,sales assisted
128,fitunt,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
721,achers,17,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
689,lccnce,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,affiliate
930,ithity,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
584,pcmers,off,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
513,bspits,,7/6/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
193,tpaweb,off,7/6/17,7/2/17,7/1/17,new,99,professional,monthly,self-signup
521,mikox1,off,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,affiliate
880,braltz,17,7/6/17,7/2/17,7/1/17,new,99,professional,monthly,agency
484,abuign,,7/6/17,7/2/17,7/1/17,new,40.79,personal,monthly,self-signup
663,fut101,,7/6/17,7/2/17,7/1/17,new,29,comped,monthly,self-signup
215,cerive,17,7/6/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
861,runree,,7/6/17,7/2/17,7/1/17,new,29,premium,monthly,self-signup
284,vabdia,17,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,agency
886,stahhi,off,7/6/17,7/2/17,7/1/17,new,24.17,personal,annual,self-signup
763,chasen,off,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
914,mukuwp,17,7/6/17,7/2/17,7/1/17,new,40.79,personal,monthly,self-signup
420,savusa,off,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
957,jmdion,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
898,venic2,s50,7/6/17,7/2/17,7/1/17,new,400,personal,monthly,agency
370,cimmsf,e33,7/6/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
763,geovi3,,7/6/17,7/2/17,7/1/17,new,24.17,premium,monthly,agency
820,flaabm,17,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
745,lanroz,t30,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
817,strhub,,7/6/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
313,vlaorg,,7/6/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
873,buca21,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
613,evmeek,,7/6/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
160,twoses,17,7/6/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
135,moncun,17,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
243,scultd,,7/6/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
210,txpost,17,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
165,solase,,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
465,matinc,,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
346,shoult,,7/6/17,7/2/17,7/1/17,new,53.25,personal,monthly,self-signup
703,pcmers,,7/6/17,7/2/17,7/1/17,new,48.95,professional,annual,self-signup
321,chadig,,7/6/17,7/2/17,7/1/17,new,1200,professional,annual,self-signup
957,sstles,,7/6/17,7/2/17,7/1/17,new,29,professional,monthly,affiliate
205,asaers,,7/6/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
810,ocu360,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
596,rcdail,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
576,margel,17,7/6/17,7/2/17,7/1/17,new,24.17,professional,annual,self-signup
461,mdepot,,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
335,cgc888,s50,7/6/17,7/2/17,7/1/17,new,600,personal,monthly,self-signup
602,penown,,7/6/17,7/2/17,7/1/17,new,29,business,monthly,self-signup
235,azoice,,7/6/17,7/2/17,7/1/17,new,333.33,personal,monthly,sales assisted
581,mpiula,17,7/6/17,7/2/17,7/1/17,new,48.95,personal,monthly,sales assisted
142,entupy,off,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
548,musrts,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
402,fostic,,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
446,go3oud,,7/6/17,7/2/17,7/1/17,new,99,personal,monthly,sales assisted
931,teabam,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
527,gresol,e33,7/6/17,7/2/17,7/1/17,new,29,professional,monthly,agency
552,fusers,,7/6/17,7/2/17,7/1/17,new,82.5,personal,monthly,agency
508,sectv2,off,7/6/17,7/2/17,7/1/17,new,249,personal,monthly,self-signup
679,kavvey,17,7/6/17,7/2/17,7/1/17,new,82.5,professional,monthly,self-signup
513,pgrers,17,7/6/17,7/2/17,7/1/17,new,40.79,professional,annual,self-signup
698,visroi,t50,7/6/17,7/2/17,7/1/17,new,48.95,personal,monthly,affiliate
349,meu2go,17,7/6/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
610,invinc,17,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,agency
322,cusmct,17,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
481,ysartz,17,7/6/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
510,ctrett,,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,sales assisted
404,staeur,17,7/6/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
487,bapdrd,17,7/6/17,7/2/17,7/1/17,new,249,personal,monthly,self-signup
256,dcw329,17,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
138,decllc,,7/6/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
888,tpouse,,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
861,bbhbh2,17,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
757,betall,off,7/7/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
268,thenin,,7/7/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
838,sou3io,17,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,affiliate
896,roylue,,7/7/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
575,purage,,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,affiliate
212,heacom,17,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,affiliate
873,adcure,,7/7/17,7/2/17,7/1/17,new,82.5,personal,monthly,self-signup
949,threch,,7/7/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
679,rocay5,,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
837,wasnhi,17,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
547,cmpnow,17,7/7/17,7/2/17,7/1/17,new,249,personal,monthly,self-signup
499,canift,,7/7/17,7/2/17,7/1/17,new,36.62,personal,monthly,affiliate
954,gmuson,off,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
356,moncun,,7/7/17,7/2/17,7/1/17,new,82.5,personal,monthly,agency
768,martan,e33,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,sales assisted
860,dmve01,e33,7/7/17,7/2/17,7/1/17,new,63.9,professional,monthly,self-signup
622,outamz,17,7/7/17,7/2/17,7/1/17,new,24.17,professional,monthly,sales assisted
894,coiier,17,7/7/17,7/2/17,7/1/17,new,207.5,personal,monthly,sales assisted
991,allons,,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
436,nlgray,,7/7/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
571,illt17,off,7/7/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
850,jorner,,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
378,peppod,,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
660,twixel,17,7/7/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
396,tridfw,,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
861,sahaha,,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
953,pubity,off,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
484,intm88,,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
995,jfried,,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
580,bitodo,17,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
731,mbaers,,7/7/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
388,audpro,,7/7/17,7/2/17,7/1/17,new,24.17,business,monthly,self-signup
196,treter,17,7/7/17,7/2/17,7/1/17,new,24.17,professional,monthly,self-signup
681,craign,off,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,affiliate
582,aktcsd,,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
698,wppory,,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
413,texees,17,7/7/17,7/2/17,7/1/17,new,24.17,professional,annual,self-signup
190,aceado,17,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
645,skyolt,,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,agency
370,metser,,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,agency
994,wixing,,7/7/17,7/2/17,7/1/17,new,29,professional,monthly,self-signup
552,sixine,,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
842,esle99,,7/7/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
551,webrds,,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
781,pokals,,7/7/17,7/2/17,7/1/17,new,24.17,professional,monthly,affiliate
944,eve802,,7/7/17,7/2/17,7/1/17,new,552,personal,monthly,affiliate
379,tghhre,17,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
307,simoke,,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
395,afferm,,7/7/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
958,blu4hr,17,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,agency
463,lmggcg,,7/7/17,7/2/17,7/1/17,new,24.17,premium,monthly,self-signup
705,webgns,17,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
526,netsec,17,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,sales assisted
169,norlry,,7/7/17,7/2/17,7/1/17,new,0,personal,monthly,agency
222,linore,17,7/7/17,7/2/17,7/1/17,new,29,personal,monthly,self-signup
625,kinham,,7/7/17,7/2/17,7/1/17,new,99,personal,monthly,self-signup
977,akitam,,7/7/17,7/2/17,7/1/17,new,29,premium,monthly,self-signup
398,shahpc,17,7/7/17,7/2/17,7/1/17,new,24.17,personal,monthly,self-signup
760,pmwine,,7/7/17,7/2/17,7/1/17,new,207.5,personal,monthly,self-signup
252,grebar,17,7/7/17,7/2/17,7/1/17,new,99,personal,monthly,affiliate
665,ingare,ree,7/7/17,7/2/17,7/1/17,new,0,personal,monthly,self-signup
